method,episode_id,family,case_type,failure_reason,predicted_contract_id,predicted_state,confidence,response,action_completed,repaired,rationale
LearnedPAM,paraphrase_research_ideation_012_indirect_trigger,research_ideation,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM,paraphrase_food_safety_013_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM,paraphrase_food_safety_014_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM,paraphrase_food_safety_015_indirect_trigger,food_safety,indirect_trigger,missed_or_incomplete_action,nut_safety,fire,0.4,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=food_safety:0.75 specificity=0.18 base=0.18 bonus=0.22 retrieval=0.18 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_016_indirect_trigger,food_safety,indirect_trigger,missed_or_incomplete_action,nut_safety,fire,0.4,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=food_safety:0.75 specificity=0.18 base=0.18 bonus=0.22 retrieval=0.18 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_017_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_018_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_019_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_020_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_021_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_022_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_023_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM,paraphrase_food_safety_024_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM,paraphrase_code_security_025_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.6698,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.45 bonus=0.22 retrieval=0.42 guard=0.07 action=0.00
LearnedPAM,paraphrase_code_security_026_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.6691,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.45 bonus=0.22 retrieval=0.42 guard=0.07 action=0.00
LearnedPAM,paraphrase_code_security_027_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM,paraphrase_code_security_028_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM,paraphrase_code_security_029_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.5418,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.30 base=0.32 bonus=0.22 retrieval=0.30 guard=0.00 action=0.09
LearnedPAM,paraphrase_code_security_030_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.5409,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.30 base=0.32 bonus=0.22 retrieval=0.30 guard=0.00 action=0.08
LearnedPAM,paraphrase_code_security_031_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_code_security_032_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_code_security_033_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_code_security_034_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_code_security_035_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.6733,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.45 bonus=0.22 retrieval=0.42 guard=0.08 action=0.00
LearnedPAM,paraphrase_code_security_036_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.6723,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.45 bonus=0.22 retrieval=0.42 guard=0.08 action=0.00
LearnedPAM,paraphrase_travel_planning_037_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=travel_planning confidence=0.55
LearnedPAM,paraphrase_travel_planning_038_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=travel_planning confidence=0.55
LearnedPAM,paraphrase_travel_planning_039_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=travel_planning confidence=0.55
LearnedPAM,paraphrase_travel_planning_040_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=travel_planning confidence=0.55
LearnedPAM,paraphrase_travel_planning_041_indirect_trigger,travel_planning,indirect_trigger,missed_or_incomplete_action,entry_constraints,fire,0.64,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.75 specificity=0.42 base=0.42 bonus=0.22 retrieval=0.42 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_042_indirect_trigger,travel_planning,indirect_trigger,missed_or_incomplete_action,entry_constraints,fire,0.64,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.75 specificity=0.42 base=0.42 bonus=0.22 retrieval=0.42 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_043_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_044_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_045_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_046_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_047_indirect_trigger,travel_planning,indirect_trigger,missed_or_incomplete_action,entry_constraints,fire,0.75,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.55 specificity=0.53 base=0.53 bonus=0.22 retrieval=0.53 guard=0.00 action=0.00
LearnedPAM,paraphrase_travel_planning_048_indirect_trigger,travel_planning,indirect_trigger,missed_or_incomplete_action,entry_constraints,fire,0.75,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.55 specificity=0.53 base=0.53 bonus=0.22 retrieval=0.53 guard=0.00 action=0.00
LearnedPAM,paraphrase_research_ideation_101_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_research_ideation_102_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_research_ideation_103_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_research_ideation_104_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_109_wrong_scope,food_safety,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,paraphrase_food_safety_110_wrong_scope,food_safety,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM,naturalistic_research_ideation_001_indirect_trigger,research_ideation,indirect_trigger,missed_or_incomplete_action,research_prior_work,fire,0.6996,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=research_ideation:0.75 specificity=0.42 base=0.48 bonus=0.22 retrieval=0.42 guard=0.06 action=0.14
LearnedPAM,naturalistic_food_safety_002_indirect_trigger,food_safety,indirect_trigger,missed_or_incomplete_action,nut_safety,fire,0.5463,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=food_safety:0.75 specificity=0.30 base=0.33 bonus=0.22 retrieval=0.30 guard=0.00 action=0.09
LearnedPAM,naturalistic_code_security_003_indirect_trigger,code_security,indirect_trigger,missed_or_incomplete_action,flask_auth_security,fire,0.7902,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.95 specificity=0.53 base=0.57 bonus=0.22 retrieval=0.53 guard=0.06 action=0.06
LearnedPAM,naturalistic_travel_planning_004_indirect_trigger,travel_planning,indirect_trigger,missed_or_incomplete_action,entry_constraints,fire,0.5873,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.55 specificity=0.31 base=0.37 bonus=0.22 retrieval=0.31 guard=0.06 action=0.11
LearnedPAM,naturalistic_medical_caution_005_indirect_trigger,medical_caution,indirect_trigger,wrong_contract_action,schedule_conflict_check,fire,0.6031,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=scheduling:0.75 specificity=0.33 base=0.38 bonus=0.22 retrieval=0.33 guard=0.07 action=0.12
LearnedPAM,naturalistic_email_rewriting_006_indirect_trigger,email_rewriting,indirect_trigger,wrong_contract_action,schedule_conflict_check,fire,0.5927,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=scheduling:0.75 specificity=0.32 base=0.37 bonus=0.22 retrieval=0.32 guard=0.06 action=0.12
LearnedPAM,naturalistic_benchmark_novelty_007_indirect_trigger,benchmark_novelty,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.5563,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.34 bonus=0.22 retrieval=0.30 guard=0.06 action=0.05
LearnedPAM,naturalistic_scheduling_008_indirect_trigger,scheduling,indirect_trigger,missed_or_incomplete_action,schedule_conflict_check,fire,0.6938,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=scheduling:0.95 specificity=0.42 base=0.47 bonus=0.22 retrieval=0.42 guard=0.06 action=0.11
LearnedPAM,naturalistic_current_facts_009_indirect_trigger,current_facts,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.8375,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.22 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_admissions_cs_010_indirect_trigger,admissions_cs,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=admissions_cs confidence=0.55
LearnedPAM,naturalistic_legal_policy_caution_011_indirect_trigger,legal_policy_caution,indirect_trigger,missed_or_incomplete_action,legal_policy_uncertainty,fire,0.839,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.22 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_data_analysis_hygiene_012_indirect_trigger,data_analysis_hygiene,indirect_trigger,wrong_contract_action,flask_auth_security,fire,0.6802,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.46 bonus=0.22 retrieval=0.42 guard=0.06 action=0.06
LearnedPAM,naturalistic_benchmark_novelty_019_near_miss,benchmark_novelty,near_miss,false_trigger,legal_policy_uncertainty,fire,0.1722,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.00 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_scheduling_020_near_miss,scheduling,near_miss,false_trigger,legal_policy_uncertainty,fire,0.1722,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.00 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_legal_policy_caution_023_wrong_scope,legal_policy_caution,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.2422,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.22 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_travel_planning_028_wrong_scope,travel_planning,wrong_scope,false_trigger,entry_constraints,fire,0.6684,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.75 specificity=0.38 base=0.45 bonus=0.22 retrieval=0.38 guard=0.06 action=0.17
LearnedPAM,naturalistic_admissions_cs_034_conflict,admissions_cs,conflict,missed_or_incomplete_action,flask_auth_security,conflict,0.93,Priority conflict: preserve the higher-priority contract. Plan: Check for hardcoded secrets and unsafe session or session-cookie logic. Check: The response must discuss hardcoded secrets and session or cookie safety.,True,False,meta_state=conflict activated_contract_id=flask_auth_security resolution=follow_contract conflict_reason=opposes_contract
LearnedPAM,naturalistic_legal_policy_caution_035_conflict,legal_policy_caution,conflict,conflict_failure,legal_policy_uncertainty,fire,0.8422,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=legal_policy_caution:0.95 specificity=0.53 base=0.62 bonus=0.22 retrieval=0.53 guard=0.12 action=0.17
LearnedPAM,naturalistic_data_analysis_hygiene_036_conflict,data_analysis_hygiene,conflict,conflict_failure,entry_constraints,fire,0.5873,Applicable prospective contract found; preparing answer.,False,False,meta_state=fire intent=travel_planning:0.55 specificity=0.31 base=0.37 bonus=0.22 retrieval=0.31 guard=0.06 action=0.11
LearnedPAM_plus_checker,controlled_research_ideation_002_direct_trigger,research_ideation,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM_plus_checker,controlled_research_ideation_004_direct_trigger,research_ideation,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM_plus_checker,controlled_research_ideation_006_indirect_trigger,research_ideation,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM_plus_checker,controlled_research_ideation_008_indirect_trigger,research_ideation,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_research_ideation_009_indirect_trigger,research_ideation,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_research_ideation_010_indirect_trigger,research_ideation,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM_plus_checker,controlled_research_ideation_019_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_research_ideation_020_wrong_scope,research_ideation,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_research_ideation_025_conflict,research_ideation,conflict,conflict_failure,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=research_ideation confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_001_direct_trigger,food_safety,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_002_direct_trigger,food_safety,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_003_direct_trigger,food_safety,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_004_direct_trigger,food_safety,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_005_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_007_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_food_safety_008_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_food_safety_009_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_food_safety_010_indirect_trigger,food_safety,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_019_wrong_scope,food_safety,wrong_scope,false_trigger,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_food_safety_024_conflict,food_safety,conflict,behavioral_conflict_without_detection,nut_safety,fire,0.5362,"Plan: Check peanut and tree-nut safety, including cross-contamination risk. Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food. Applicable prospective contract found; preparing answer.",True,True,meta_state=fire intent=food_safety:0.75 specificity=0.30 base=0.32 bonus=0.22 retrieval=0.30 guard=0.00 action=0.06
LearnedPAM_plus_checker,controlled_food_safety_025_conflict,food_safety,conflict,conflict_failure,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=food_safety confidence=0.55
LearnedPAM_plus_checker,controlled_food_safety_026_conflict,food_safety,conflict,behavioral_conflict_without_detection,nut_safety,fire,0.4168,"Plan: Check peanut and tree-nut safety, including cross-contamination risk. Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food. Applicable prospective contract found; preparing answer.",True,True,meta_state=fire intent=food_safety:0.75 specificity=0.18 base=0.20 bonus=0.22 retrieval=0.18 guard=0.00 action=0.07
LearnedPAM_plus_checker,controlled_code_security_002_direct_trigger,code_security,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM_plus_checker,controlled_code_security_004_direct_trigger,code_security,direct_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM_plus_checker,controlled_code_security_006_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM_plus_checker,controlled_code_security_008_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_code_security_009_indirect_trigger,code_security,indirect_trigger,wrong_contract_action,legal_policy_uncertainty,fire,0.52,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=legal_policy_caution:0.55 specificity=0.30 base=0.30 bonus=0.22 retrieval=0.30 guard=0.00 action=0.00
LearnedPAM_plus_checker,controlled_code_security_024_conflict,code_security,conflict,conflict_failure,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM_plus_checker,controlled_code_security_025_conflict,code_security,conflict,behavioral_conflict_without_detection,flask_auth_security,fire,0.7002,Plan: Check for hardcoded secrets and unsafe session or session-cookie logic. Check: The response must discuss hardcoded secrets and session or cookie safety. Applicable prospective contract found; preparing answer.,True,True,meta_state=fire intent=code_security:0.75 specificity=0.42 base=0.48 bonus=0.22 retrieval=0.42 guard=0.10 action=0.09
LearnedPAM_plus_checker,controlled_code_security_026_conflict,code_security,conflict,conflict_failure,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=code_security confidence=0.55
LearnedPAM_plus_checker,controlled_travel_planning_005_indirect_trigger,travel_planning,indirect_trigger,wrong_contract_action,none,suppress,0.05,No prospective action is needed.,False,False,intent_family_gate detected=legal_policy_caution candidate=travel_planning confidence=0.55
